Title,Description,Source,Published Date,URL,Sentiment Score,Transport Status,Lead Time (days),Geopolitical Risk,route_risk_level,Risk Factor
Why President Trump is pursuing a 'sledgehammer' approach with tariffs and global trade deals,President Donald Trump's aggressive tariff plans covering many key economic allies and trading partners of the U.S. has support by the numbers.,CNBC,20-02-2025 01:50,https://www.cnbc.com/2025/02/19/why-trump-is-using-sledgehammer-with-tariffs-trade-deals.html,0.233333333,In Transit,14,Medium,9.216508731,Medium
The Hidden Health Benefit of Carbohydrates,"Metabolic flexibility is the body's ability to efficiently switch between using carbohydrates and fats as a fuel source based on availability and energy demands. A metabolically flexible person can burn carbs when they're plentiful (e.g., after a meal) and shï¿½",Mercola.com,25-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/25/hidden-health-benefit-of-carbohydrates.aspx,0.0,In Transit,12,High,7.573139777,High
Lipozem Under Review: The Truth About Lipozem and Triple-BHB Power for Weight Loss,"LAKELAND, Fla., Feb. 25, 2025 (GLOBE NEWSWIRE) -- Lipozem is a groundbreaking solution designed to support individuals in shedding stubborn weight without resorting to exhaustive diets or intense workouts. In todayï¿½s fast-paced world, many people struggle to ï¿½",GlobeNewswire,26-02-2025 01:57,https://www.globenewswire.com/news-release/2025/02/25/3032386/0/en/Lipozem-Under-Review-The-Truth-About-Lipozem-and-Triple-BHB-Power-for-Weight-Loss.html,0.35,Delivered,15,Low,8.095613793,Medium
The Untold Winners of the Trump Memecoin Frenzy,"When US president Donald Trump launched his own cryptocurrency, he sparked a trading frenzy. A constellation of little-known crypto platforms quietly profited.",Wired,06-02-2025 22:20,https://www.wired.com/story/trump-memecoin-solana-crypto-platforms-profit/,0.3,Pending,17,Medium,5.101563548,Medium
Understanding Butyrate ï¿½ The Key to Optimal Health and Well-Being,"You may be familiar with gut health, but you might not realize how important a single compound called butyrate is for your overall well-being. In the video above, Dawn Boxell, a registered dietitian with Gastric Health, expands on butyrate, a type of short-chï¿½",Mercola.com,23-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/23/understanding-butyrate.aspx,0.140714286,Delivered,22,High,9.994546229,High
The Engine of Life ï¿½ Understanding Mitochondrial Energy Production,"A diseased body is like a car that has run out of gas. The engine might be intact, the tires perfectly inflated and the body free of dents, but without fuel, the car wonï¿½t move. Similarly, the human body cannot function without energy. 

Unfortunately, modernï¿½",Mercola.com,05-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/05/mitochondrial-energy-production.aspx,0.05,On Time,16,Low,9.999991114,Medium
What Drains the Tank ï¿½ Factors That Undermine Cellular Energy,"Your mitochondria continuously produce the energy required to sustain your bodyï¿½s most important functions. When this energy supply is depleted faster than itï¿½s replenished, your bodyï¿½s systems begin to malfunction, leading to a cascade of dysfunction that seï¿½",Mercola.com,24-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/24/modern-lifestyle-cellular-energy.aspx,0.45,In Transit,14,Medium,6.141991817,Medium
"Hereï¿½s The 22 Black Billionaires, And How They Made Fortunes","Media Take Out compiled a list of the 22 wealthiest Black people in the world ï¿½ each person has a net forth of more than $1 billion. According to our research half of the Black billionaires are Black from America, and the other half are from Africa. The 22 Blï¿½",Mediatakeout.com,20-02-2025 21:25,https://mediatakeout.com/heres-the-22-black-billionaires-and-how-they-made-fortunes/,-0.057291667,In Transit,13,High,9.994263938,High
"Weekly Health Quiz: Big Pharma, Statin Risks and Vitamin K","1 If you or a loved one have been taking statins for over three years, what long-term health effects might you both face?


<ul>
<li>A reduced need for regular health screenings</li> 
<li>Improved eye health and lower risk of vision issues</li> 
<li>An increï¿½",Mercola.com,17-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/17/weekly-health-quiz-10.aspx,0.35,Delayed,11,Low,8.654886041,Medium
"The Project Gutenberg eBook of Simple Sabotage Field Manual, by Office of Strategic Services",,Gutenberg.org,01-02-2025 11:17,https://www.gutenberg.org/cache/epub/26184/pg26184-images.html,0.0,In Transit,5,Medium,8.991583697,Medium
"Redox Reactions Simplified, Part 1","Have you ever seen someone walking on a tightrope in the circus, carefully keeping their balance so they do not fall off? That is a little like what happens inside your body every day, except instead of a person balancing on a rope, your cells are balancing sï¿½",Mercola.com,03-02-2025 05:30,https://articles.mercola.com/sites/articles/archive/2025/02/03/redox-reactions-simplified-part-1.aspx,-0.14375,Delayed,22,High,4.038404503,High
"How biohacking is helping Indians suffering from diabetes, heart disease, gut problems and depression","Many Indians laid low by disease turned to biohacking. Others are healthy but want to live longer. Aiding them in the efforts are data &amp; tech startups, nutraceutical firms, doctors, nutritionists &amp; social media influencers. Hereï¿½s a deep dive into theï¿½",Livemint,23-02-2025 17:56,https://www.livemint.com/industry/biohacking-diabetes-bryan-johnson-gene-therapy-supplements-sleep-patterns-dna-testing-mental-health-ai-ashwagandha-11740304987027.html,0.194949495,In Transit,1,Low,8.717904635,Medium
Share Market Highlights 12 February 2025: Indian markets extend losing streak amid trade war fears,"Sensex, Nifty updates: Indiaï¿½s benchmark indexes, Nifty 50 and BSE Sensex, fell for the sixth consecutive session, driven by trade war fears and disappointing earnings, with small-cap stocks approaching bear market territory. The Nifty 50 closed down 0.12% atï¿½",BusinessLine,12-02-2025 06:39,https://www.thehindubusinessline.com/markets/stock-market-highlights-12-february-2025/article69207216.ece,-0.213888889,Delayed,13,Medium,9.592553632,Medium
"As egg prices soar, grocers scramble to limit how many cartons customers can buy","Empty egg shelves are more common across the U.S., as a bird flu outbreak has taken a tremendous toll on poultry since it began in 2022.",Richmond.com,13-02-2025 00:00,https://richmond.com/news/nation-world/business/inflation-bird-flu-outbreak-groceries/article_c8421f2b-5e84-5191-8949-0eee28b73862.html,0.108333333,Pending,23,High,8.197534332,High
"Share Market Highlights 13 February 2025: Sensex, Nifty end lower as investors turn cautious ahead of Trump-Modi meeting","Sensex, Nifty updates on 13 February 2025: Benchmark indices Sensex and Nifty pared early gains to close lower for the seventh straight day on Thursday, dragged by fag-end selling in select IT and banking shares and foreign fund outflows. The 30-share BSE Senï¿½",BusinessLine,13-02-2025 06:42,https://www.thehindubusinessline.com/markets/share-market-highlights-13-february-2025/article69211647.ece,0.058333333,Pending,7,Low,4.329731299,Low
"As egg prices soar, grocers scramble to limit how many cartons customers can buy","Empty egg shelves are more common across the U.S., as a bird flu outbreak has taken a tremendous toll on poultry since it began in 2022.",Roanoke Times,13-02-2025 01:09,https://roanoke.com/news/nation-world/inflation-bird-flu-outbreak-groceries/article_611e9ff2-246e-5c85-8de8-4c4b153829a5.html,0.108333333,In Transit,21,Medium,8.259507046,Medium
Pices Moon: The Dark Arts of Empire,"In the nearly fifty years since the Vietnam War ended, Vietnam has evolved from ecological and economic devastation into a must stop for American tourists. Ukraine recently approached Vietnam as a mediator in its ï¿½disputeï¿½ with Russia.[1] America, meanwhile, ï¿½",CounterPunch,28-02-2025 12:25,https://www.counterpunch.org/2025/02/28/pices-moon-the-dark-arts-of-empire/,0.14,In Transit,26,High,8.995568538,High
Pisces Moon: The Dark Arts of Empire,"In the nearly fifty years since the Vietnam War ended, Vietnam has evolved from ecological and economic devastation into a must stop for American tourists. Ukraine recently approached Vietnam as a mediator in its ï¿½disputeï¿½ with Russia.[1] America, meanwhile, ï¿½",CounterPunch,28-02-2025 12:25,https://www.counterpunch.org/2025/02/28/pisces-moon-the-dark-arts-of-empire/,0.14,Pending,24,Low,9.97983565,Medium
Media Briefing: Bracing for a Trade War,"CFR experts provide insights and context around President Donald Trump's announced tariffs and what they mean for North American trade, U.S. alliances, and global competition.",Council on Foreign Relations,04-02-2025 07:30,https://www.cfr.org/event/media-briefing-bracing-trade-war,-0.104166667,On Time,19,Medium,9.92170042,Medium
"As egg prices soar, grocers scramble to limit how many cartons customers can buy","Empty egg shelves are more common across the U.S., as a bird flu outbreak has taken a tremendous toll on poultry since it began in 2022.",Roanoke Times,13-02-2025 01:09,https://roanoke.com/news/nation-world/business/inflation-bird-flu-outbreak-groceries/article_611e9ff2-246e-5c85-8de8-4c4b153829a5.html,0.108333333,On Time,28,High,9.944193219,High
Foreign affairs experts explore potential tariff repercussions,"U.S. farmers would be hard-hit by retaliation for American tariffs, as they were during the first Trump administration, said Benn Steil, a senior fellow with the Council on Foreign Affairs.",INFORUM,05-02-2025 03:57,https://www.inforum.com/business/foreign-affairs-experts-explore-potential-tariff-repercussions,0.041666667,Pending,19,Low,7.36429281,Medium
Ingredion Incorporated Reports Strong 2024 Fourth Quarter and Full-Year Results,"WESTCHESTER, Ill., Feb. 04, 2025 (GLOBE NEWSWIRE) -- Ingredion Incorporated (NYSE: INGR), a leading global provider of ingredient solutions to the food and beverage manufacturing industry, today reported its fourth quarter 2024 and full-year 2024 results.",GlobeNewswire,04-02-2025 16:35,https://www.globenewswire.com/news-release/2025/02/04/3020088/0/en/Ingredion-Incorporated-Reports-Strong-2024-Fourth-Quarter-and-Full-Year-Results.html,0.0,On Time,3,Medium,7.618092555,Medium
Ingredion Incorporated Reports Strong 2024 Fourth Quarter and Full-Year Results,"Full-year 2024 reported and adjusted* EPS were $9.71 and $10.65, compared with $9.60 and $9.42 in the full-year 2023, respectively Full-year 2024 cash from operations was $1,436 million, which benefited from approximately $400 million favorable change in workï¿½",Financial Post,04-02-2025 16:37,https://financialpost.com/globe-newswire/ingredion-incorporated-reports-strong-2024-fourth-quarter-and-full-year-results,-0.2,In Transit,23,High,9.969199626,High
10 Sustainable Manufacturers Doing Things Differently,"Story at a glance: Sustainable manufacturers like Aquafil specialize in reclaiming and reusing existing materials in their products. Operational transparency is central to the sustainability efforts of manufacturers like Autex Acoustics, GCP Applied Technologï¿½",Gbdmagazine.com,06-02-2025 03:55,https://gbdmagazine.com/sustainable-manufacturers/,0.0,In Transit,12,Low,0.612817587,Low
"Widespread dissemination of Salmonella, Escherichia coli and Campylobacter resistant to medically important antimicrobials in the poultry production continuum in Canada","The Canadian Integrated Program for Antimicrobial Resistance Surveillance (CIPARS) monitors Escherichia coli, Salmonella and Campylobacter and their resistance to antimicrobials in broiler chickens at the farm and slaughter plant levels. In response to many yï¿½",Plos.org,25-02-2025 19:30,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0319086,0.5,Delayed,4,Medium,0.419966931,Low
Trumpï¿½s $1.4 trillion gamble with the economy and prices | CNN Business,"President Donald Trump is on the verge of hitting Americaï¿½s three biggest trading partners with sweeping tariffs, a far more aggressive use of his favorite economic weapon than anything he did during his first term.",CNN,02-02-2025 14:42,https://www.cnn.com/2025/02/02/business/trump-economy-tariff-mexico-canada-china/index.html,0.31,Delivered,11,High,8.354445833,High
"Indian agri, commodities sector see Budget providing impetus to farmersï¿½ welfare, rural economy","Budget boosts agriculture, commodities sectors with focus on farmers' welfare, technological advancement, and sustainable growth, but lacks in some areas.",BusinessLine,03-02-2025 22:12,https://www.thehindubusinessline.com/economy/agri-business/indian-agri-commodities-sector-see-budget-providing-impetus-to-farmers-welfare-rural-economy/article69176334.ece,0.0,In Transit,18,Low,9.784832014,Medium
"Share Market Highlights 6 February 2025: Markets extend losses ahead of RBI rate decision; Sensex falls 213 pts to close at 78,058, Nifty ends at 23,603","Sensex, Nifty updates on 6 February 2025: Benchmark indices Sensex and Nifty slid for the second consecutive day on Thursday amid caution ahead of the RBIï¿½s monetary policy decision and fresh foreign fund outflows. The 30-share BSE Sensex dropped 213.12 pointï¿½",BusinessLine,06-02-2025 06:37,https://www.thehindubusinessline.com/markets/stock-market-highlights-6-february-2025/article69185193.ece,0.058333333,Delayed,4,Medium,8.337283784,Medium
"Ultra-Processed Food Market to Grow by USD 856.6 Billion (2025-2029), Driven by Strong Advertising and Marketing, with AI Driving Market Transformation - Technavio","Ultra-Processed Food Market to Grow by USD 856.6 Billion (2025-2029), Driven by Strong Advertising and Marketing, with AI Driving Market Transformation - Technavioprnewswire.com",PRNewswire,12-02-2025 07:16,https://www.prnewswire.com/news-releases/ultra-processed-food-market-to-grow-by-usd-856-6-billion-2025-2029-driven-by-strong-advertising-and-marketing-with-ai-driving-market-transformation---technavio-302372153.html,0.433333333,,4,High,3.310445503,High
